client_id,symbol,shares,avg_cost
CLIENT046,GLD,1649794,143.42
CLIENT046,WFC,1486550,37.67
CLIENT046,BAC,2079336,30.75
CLIENT046,AMZN,49681,3712.8
CLIENT046,JNJ,519681,191.66
CLIENT046,ETH-USD,13605,3404.72
CLIENT046,ETH-USD,33566,3970.86
CLIENT046,BTC-USD,1941,58229.45
CLIENT046,BTC-USD,831,37215.15
CLIENT046,PEP,454864,196.51
CLIENT046,PG,415279,202.29
CLIENT046,VNQ,533217,116.57
CLIENT046,MSFT,167774,346.69
CLIENT046,NVDA,352082,1026.6
CLIENT047,USO,2564219,58.34
CLIENT047,MSFT,377153,420.16
CLIENT047,IWM,546386,244.96
CLIENT047,AAPL,805863,156.9
CLIENT047,PEP,323656,217.39
CLIENT047,GOOGL,37932,2572.21
CLIENT047,TSLA,179528,254.76
CLIENT047,BTC-USD,902,81382.63
CLIENT047,PG,546240,165.74
CLIENT047,AMZN,13040,3030.56
CLIENT047,NVDA,28961,1077.16
CLIENT047,QQQ,47423,371.85
CLIENT047,GLD,187046,134.36
CLIENT047,WFC,1314997,45.52
CLIENT047,VTI,2214787,180.89
CLIENT048,WFC,3083991,37.7
CLIENT048,USO,1009198,98.21
CLIENT048,SLV,4766276,34.45
CLIENT048,JNJ,661365,195.7
CLIENT048,AAPL,508662,130.43
CLIENT048,AMZN,7572,2652.49
CLIENT048,GOOGL,29887,2869.15
CLIENT048,SPY,101483,536.43
CLIENT048,TLT,258595,129.92
CLIENT048,TSLA,166597,335.19
CLIENT048,VNQ,3963816,139.99
CLIENT049,NVDA,122242,832.89
CLIENT049,JPM,671049,159.72
CLIENT049,ETH-USD,10522,2864.25
CLIENT049,USO,1361371,74.48
CLIENT049,GLD,262231,230.9
CLIENT049,JNJ,369493,127.73
CLIENT049,VTI,151934,223.46
CLIENT049,TLT,437555,126.81
CLIENT049,SLV,873028,35.04
CLIENT049,VNQ,435676,115.22
CLIENT049,BTC-USD,198,63038.25
CLIENT049,BTC-USD,303,40758.13
CLIENT049,SPY,64830,466.09
CLIENT049,IEF,374762,81.93
CLIENT049,AAPL,107068,195.96
CLIENT049,WFC,276266,59.72
CLIENT049,TSLA,14603,257.22
CLIENT049,ETH-USD,41336,4219.33
CLIENT050,BTC-USD,2081,38037.42
CLIENT050,USO,1029685,103.98
CLIENT050,KO,1384161,68.43
CLIENT050,SLV,656078,18.0
CLIENT050,IEF,435564,95.74
CLIENT050,IWM,141930,188.47
CLIENT050,SPY,57594,588.87
CLIENT050,ETH-USD,7108,2660.62
CLIENT050,AMZN,2379,4039.83
CLIENT050,QQQ,36885,413.3
CLIENT050,PG,94454,147.2
CLIENT050,BAC,1777858,25.15
CLIENT050,MSFT,83203,436.19
CLIENT050,GOOGL,14130,2459.29
CLIENT050,TSLA,129830,170.55
CLIENT050,AAPL,119480,204.79
CLIENT050,JPM,123128,201.72
CLIENT050,JNJ,62172,177.84
CLIENT050,TLT,161617,108.92
CLIENT050,VNQ,2237822,81.02
CLIENT051,GLD,485273,198.23
CLIENT051,SPY,115131,569.86
CLIENT051,TSLA,218678,239.35
CLIENT051,JNJ,620959,120.42
CLIENT051,KO,157335,67.37
CLIENT051,GOOGL,13797,2569.65
CLIENT051,MSFT,185853,252.19
CLIENT051,ETH-USD,12270,3719.52
CLIENT051,BTC-USD,152,71753.97
CLIENT051,AAPL,79126,185.41
CLIENT051,NVDA,48307,717.16
CLIENT051,IEF,186281,124.37
CLIENT051,VTI,55754,245.56
CLIENT051,PEP,101406,217.84
CLIENT051,JPM,103946,189.36
CLIENT051,C,353475,58.78
CLIENT051,TLT,299267,88.59
CLIENT051,PG,133319,118.55
CLIENT051,QQQ,20451,458.19
CLIENT051,BAC,430103,45.81
CLIENT051,SLV,310674,29.44
CLIENT051,USO,48597,99.75
CLIENT051,IWM,27154,171.56
CLIENT051,AMZN,31857,3227.49
CLIENT052,GOOGL,4768,3286.04
CLIENT052,IWM,106619,212.23
CLIENT052,ETH-USD,12832,4605.19
CLIENT052,JPM,480852,162.35
CLIENT052,QQQ,172328,302.97
CLIENT052,SLV,3037447,20.14
CLIENT052,BTC-USD,1273,32877.06
CLIENT052,C,824345,61.45
CLIENT052,KO,169008,54.8
CLIENT052,ETH-USD,7585,3826.91
CLIENT052,PG,1455383,185.75
CLIENT053,VNQ,1609720,100.95
CLIENT053,SLV,3550396,20.52
CLIENT053,PG,404603,203.35
CLIENT053,SPY,291217,432.79
CLIENT053,TLT,212854,116.74
CLIENT053,GLD,658554,134.31
CLIENT053,VTI,194218,175.03
CLIENT053,BTC-USD,1301,72428.98
CLIENT053,JPM,358565,133.29
CLIENT053,GOOGL,30732,2196.16
CLIENT053,NVDA,54845,588.99
CLIENT053,MSFT,46597,477.63
CLIENT053,C,336224,69.19
CLIENT053,PEP,266673,159.65
CLIENT053,IWM,119605,274.33
CLIENT053,WFC,497952,32.32
CLIENT053,USO,267981,87.73
CLIENT053,KO,497489,52.87
CLIENT053,JNJ,185860,172.14
CLIENT053,IEF,80180,131.19
CLIENT053,ETH-USD,5563,2158.04
CLIENT053,BAC,3445320,48.15
CLIENT054,JNJ,1163938,134.86
CLIENT054,ETH-USD,26712,3148.01
CLIENT054,BAC,2137639,55.35
CLIENT054,MSFT,194549,473.59
CLIENT054,BTC-USD,762,41949.57
CLIENT054,C,629977,51.55
CLIENT054,VNQ,821388,102.12
CLIENT054,SLV,28758418,20.17
CLIENT055,WFC,1471900,69.57
CLIENT055,C,2070867,48.9
CLIENT055,BAC,479290,38.3
CLIENT055,NVDA,68296,527.79
CLIENT055,JPM,298318,140.56
CLIENT055,QQQ,48599,397.86
CLIENT055,USO,792280,89.82
CLIENT055,BTC-USD,962,34195.77
CLIENT055,BTC-USD,1243,56978.36
CLIENT055,TSLA,49532,334.75
CLIENT055,VNQ,348660,120.37
CLIENT055,IEF,84117,132.79
CLIENT055,VTI,281303,217.58
CLIENT055,PEP,193813,191.41
CLIENT055,ETH-USD,6769,2316.45
CLIENT055,AAPL,1599286,188.87
CLIENT056,VTI,499414,176.98
CLIENT056,TLT,920157,64.93
CLIENT056,BTC-USD,937,63047.24
CLIENT056,SPY,115842,335.55
CLIENT056,JNJ,386573,179.33
CLIENT056,SLV,1474431,26.48
CLIENT056,USO,287035,73.38
CLIENT056,PEP,399731,141.85
CLIENT056,ETH-USD,4148,4885.12
CLIENT056,MSFT,154181,358.18
CLIENT056,AAPL,158771,204.43
CLIENT056,QQQ,58556,398.84
CLIENT056,PG,145179,197.39
CLIENT056,BAC,704696,59.94
CLIENT056,GLD,130666,140.57
CLIENT056,IEF,192163,137.53
CLIENT056,BTC-USD,226,74214.06
CLIENT056,GOOGL,8972,2566.03
CLIENT056,ETH-USD,995,5360.16
CLIENT056,WFC,631458,32.74
CLIENT056,KO,205465,44.17
CLIENT056,IWM,49968,202.87
CLIENT056,VNQ,123928,89.07
CLIENT056,TSLA,56656,234.49
CLIENT056,NVDA,93958,1079.2
CLIENT057,JPM,514952,105.12
CLIENT057,USO,375461,90.01
CLIENT057,BTC-USD,1316,63735.48
CLIENT057,SPY,198411,454.3
CLIENT057,C,187686,61.51
CLIENT057,PEP,180045,191.79
CLIENT057,IEF,351972,139.76
CLIENT057,MSFT,112095,336.36
CLIENT057,PG,3202556,132.72
CLIENT058,MSFT,195321,364.78
CLIENT058,QQQ,142924,437.11
CLIENT058,KO,335609,73.32
CLIENT058,SLV,2557953,17.91
CLIENT058,VNQ,339094,101.68
CLIENT058,GOOGL,14184,3525.46
CLIENT058,VTI,251117,208.05
CLIENT058,GLD,2540559,161.04
CLIENT059,PEP,606602,148.33
CLIENT059,USO,970192,61.51
CLIENT059,GOOGL,19372,3387.16
CLIENT059,VTI,192052,236.85
CLIENT059,IWM,132988,161.51
CLIENT059,KO,804689,60.56
CLIENT059,AAPL,244835,209.71
CLIENT059,AMZN,4199,4105.43
CLIENT059,TSLA,32651,350.82
CLIENT059,BTC-USD,449,82045.56
CLIENT059,ETH-USD,3957,3541.6
CLIENT059,NVDA,53430,574.0
CLIENT059,TLT,56081,71.61
CLIENT059,IEF,122690,88.82
CLIENT059,VNQ,183632,132.2
CLIENT059,MSFT,52804,368.64
CLIENT059,BTC-USD,2762,46613.3
CLIENT060,IEF,1839418,110.91
CLIENT060,PG,360116,201.83
CLIENT060,VNQ,1599428,70.22
CLIENT060,PEP,173315,190.72
CLIENT060,BTC-USD,1341,77897.14
CLIENT060,ETH-USD,67005,2067.18
CLIENT060,SPY,220085,479.63
CLIENT060,USO,1110063,83.2
CLIENT060,MSFT,149219,276.0
CLIENT060,BTC-USD,1213,32455.64
CLIENT060,QQQ,58719,363.98
CLIENT060,VTI,184299,233.29
CLIENT060,BAC,1756352,36.84
CLIENT060,WFC,221996,51.95
CLIENT060,KO,392728,76.82
CLIENT060,JNJ,105252,207.62
CLIENT060,GLD,134468,229.45
CLIENT060,GOOGL,5178,2386.98
CLIENT060,AMZN,6752,2532.62
CLIENT060,IWM,172198,192.44
CLIENT060,NVDA,15472,701.61
CLIENT060,C,335015,62.26
CLIENT060,JPM,43768,209.28
CLIENT060,TSLA,1118404,160.49
CLIENT061,VNQ,184994,131.25
CLIENT061,SPY,60959,322.73
CLIENT061,TSLA,93477,281.89
CLIENT061,PEP,76364,206.86
CLIENT061,JPM,336951,124.56
CLIENT061,PG,306804,176.6
CLIENT061,AMZN,6318,3735.6
CLIENT061,QQQ,93071,480.69
CLIENT061,ETH-USD,6990,4883.3
CLIENT061,JNJ,269948,190.77
CLIENT061,AAPL,41300,193.09
CLIENT061,USO,593171,52.98
CLIENT061,BTC-USD,108,57463.41
CLIENT061,IEF,111163,98.05
CLIENT061,GLD,216752,166.62
CLIENT061,GOOGL,8769,2589.04
CLIENT061,C,427680,44.32
CLIENT061,MSFT,403005,420.53
CLIENT062,AMZN,24067,3086.78
CLIENT062,QQQ,139325,539.31
CLIENT062,IEF,437183,124.48
CLIENT062,SPY,25937,560.57
CLIENT062,JPM,373355,139.44
CLIENT062,JNJ,162603,143.22
CLIENT062,PEP,58349,194.02
CLIENT062,USO,223948,74.7
CLIENT062,KO,393515,69.1
CLIENT062,C,280273,80.13
CLIENT062,SLV,1148279,26.42
CLIENT062,TSLA,112137,167.33
CLIENT062,VNQ,171338,127.5
CLIENT062,WFC,341528,32.67
CLIENT062,IWM,51702,253.2
CLIENT062,BTC-USD,56,57513.35
CLIENT062,NVDA,21784,452.02
CLIENT062,BAC,231745,28.01
CLIENT062,AAPL,26890,184.27
CLIENT062,ETH-USD,2505,4317.76
CLIENT062,MSFT,32014,344.43
CLIENT062,GOOGL,4041,2373.27
CLIENT062,TLT,49512,91.32
CLIENT062,GLD,34853,210.44
CLIENT062,PG,303313,150.04
CLIENT063,JNJ,197800,161.64
CLIENT063,AAPL,400535,122.58
CLIENT063,JPM,113574,177.49
CLIENT063,PEP,235965,203.3
CLIENT063,PG,266316,143.12
CLIENT063,GOOGL,22305,2137.56
CLIENT063,SLV,1257518,16.69
CLIENT063,SPY,64038,440.92
CLIENT063,AMZN,2439,3310.05
CLIENT063,BAC,286595,25.68
CLIENT063,C,501147,48.26
CLIENT063,VTI,91081,178.02
CLIENT063,TLT,118253,76.23
CLIENT063,BTC-USD,2215,77152.05
CLIENT064,BAC,605621,45.08
CLIENT064,IEF,130785,99.53
CLIENT064,SLV,1463344,33.68
CLIENT064,PEP,38676,207.73
CLIENT064,JNJ,313191,144.24
CLIENT064,TSLA,136197,273.59
CLIENT064,JPM,41162,209.27
CLIENT064,AAPL,294737,143.06
CLIENT064,SPY,47643,376.1
CLIENT064,VTI,102854,247.71
CLIENT064,WFC,719703,37.71
CLIENT064,VNQ,140754,141.86
CLIENT064,C,324315,47.68
CLIENT064,USO,61108,100.36
CLIENT064,BTC-USD,222,52301.89
CLIENT064,NVDA,11309,1026.47
CLIENT064,MSFT,17047,327.62
CLIENT064,GLD,67660,194.83
CLIENT064,TLT,133068,86.12
CLIENT064,GOOGL,21525,3416.53
CLIENT065,JNJ,151626,152.89
CLIENT065,WFC,1151815,50.65
CLIENT065,AAPL,145169,183.75
CLIENT065,NVDA,17467,370.86
CLIENT065,SLV,1639722,26.5
CLIENT065,USO,188146,89.77
CLIENT065,KO,216716,69.58
CLIENT065,JPM,118674,215.09
CLIENT065,BAC,707225,40.66
CLIENT065,MSFT,35933,252.51
CLIENT065,PEP,85485,152.75
CLIENT065,C,2160248,71.05
CLIENT066,QQQ,92665,519.96
CLIENT066,IEF,339812,141.1
CLIENT066,BAC,183071,51.87
CLIENT066,GLD,32522,236.19
CLIENT066,PEP,206867,176.49
CLIENT066,JPM,109399,140.5
CLIENT066,IWM,34448,243.63
CLIENT066,PG,35267,193.59
CLIENT066,VTI,1193385,167.25
CLIENT067,AMZN,4966,2757.68
CLIENT067,QQQ,45469,311.26
CLIENT067,BTC-USD,301,70855.68
CLIENT067,BAC,647145,32.86
CLIENT067,VTI,76371,297.91
CLIENT067,USO,212933,76.09
CLIENT067,SPY,40643,474.11
CLIENT067,NVDA,25047,987.69
CLIENT067,C,707459,37.95
CLIENT067,ETH-USD,7531,2992.71
CLIENT067,GOOGL,3867,2585.07
CLIENT067,IWM,26535,234.74
CLIENT067,WFC,244469,68.04
CLIENT067,TSLA,46335,217.79
CLIENT067,KO,220193,55.51
CLIENT067,ETH-USD,2165,3785.22
CLIENT067,VNQ,84399,117.32
CLIENT067,PEP,35474,163.86
CLIENT067,MSFT,17128,429.43
CLIENT067,JNJ,343646,147.52
CLIENT068,VNQ,280634,126.88
CLIENT068,AMZN,9859,4001.41
CLIENT068,TSLA,76782,312.9
CLIENT068,BAC,506186,43.84
CLIENT068,KO,200296,73.15
CLIENT068,BTC-USD,250,82388.96
CLIENT068,GOOGL,3577,2596.39
CLIENT068,C,148734,80.36
CLIENT068,ETH-USD,2554,4061.33
CLIENT068,VTI,45790,326.35
CLIENT068,JNJ,69715,188.85
CLIENT068,GLD,51456,233.85
CLIENT068,MSFT,39088,310.96
CLIENT068,SLV,224582,23.04
CLIENT068,IWM,30502,273.99
CLIENT068,AAPL,56607,130.73
CLIENT068,PG,28974,191.02
CLIENT068,WFC,94282,68.36
CLIENT068,PEP,190367,192.16
CLIENT069,GOOGL,18635,2294.94
CLIENT069,WFC,546442,63.77
CLIENT069,GLD,174200,128.29
CLIENT069,TSLA,115687,161.47
CLIENT069,KO,100720,55.99
CLIENT069,SLV,682203,21.54
CLIENT069,MSFT,57354,302.56
CLIENT069,AMZN,3400,2876.02
CLIENT069,TLT,154644,65.6
CLIENT069,C,239964,59.59
CLIENT069,BAC,353684,31.18
CLIENT069,JPM,63324,168.86
CLIENT069,PEP,15261,171.18
CLIENT069,ETH-USD,1498,3639.86
CLIENT069,BTC-USD,153,43863.69
CLIENT069,VTI,24860,289.65
CLIENT069,SPY,9472,513.31
CLIENT069,IWM,23755,235.22
CLIENT069,IEF,51121,101.3
CLIENT069,NVDA,3605,870.08
CLIENT069,USO,587099,62.94
CLIENT070,QQQ,43235,412.28
CLIENT070,PG,50721,132.06
CLIENT070,TLT,400155,81.65
CLIENT070,ETH-USD,3747,2859.12
CLIENT070,SLV,206640,35.79
CLIENT070,BTC-USD,283,66722.55
CLIENT070,GOOGL,2152,3033.83
CLIENT070,PEP,54914,211.69
CLIENT070,GLD,111458,193.51
CLIENT070,USO,1313271,95.96
CLIENT071,PG,235860,185.44
CLIENT071,NVDA,260108,548.39
CLIENT071,C,1064297,55.82
CLIENT071,VTI,383043,172.14
CLIENT071,GOOGL,46177,2118.06
CLIENT071,JNJ,127176,172.34
CLIENT071,ETH-USD,20167,3440.4
CLIENT071,TLT,353562,103.66
CLIENT071,VNQ,268265,136.88
CLIENT071,TSLA,1561316,349.57
CLIENT072,JNJ,346910,146.61
CLIENT072,C,876659,65.71
CLIENT072,VNQ,899692,77.72
CLIENT072,IWM,427005,280.25
CLIENT072,PEP,143762,204.04
CLIENT072,ETH-USD,8386,3647.18
CLIENT072,PG,399772,196.7
CLIENT072,MSFT,209150,438.95
CLIENT072,GOOGL,24645,3035.02
CLIENT072,SPY,149540,384.61
CLIENT072,NVDA,11732,1047.89
CLIENT072,WFC,275400,58.68
CLIENT072,KO,500408,57.93
CLIENT072,VTI,43222,183.78
CLIENT072,TSLA,1165628,277.86
CLIENT073,NVDA,74694,1006.09
CLIENT073,QQQ,162482,353.63
CLIENT073,TSLA,357908,259.59
CLIENT073,IWM,393612,227.83
CLIENT073,AAPL,501753,169.24
CLIENT073,GOOGL,26061,3292.16
CLIENT073,TLT,702786,84.03
CLIENT073,MSFT,129818,359.01
CLIENT073,IEF,390065,84.29
CLIENT073,WFC,460505,63.11
CLIENT073,C,439329,77.77
CLIENT073,USO,777245,56.24
CLIENT073,PG,147309,196.56
CLIENT073,ETH-USD,7090,4240.8
CLIENT073,JPM,170432,152.07
CLIENT073,VTI,51009,314.95
CLIENT073,BTC-USD,167,73684.21
CLIENT073,GLD,99345,181.87
CLIENT073,AMZN,5593,3024.03
CLIENT073,JNJ,492583,203.55
CLIENT074,GOOGL,48282,2132.89
CLIENT074,JPM,661731,109.29
CLIENT074,C,1066520,59.54
CLIENT074,VTI,116726,322.23
CLIENT074,BAC,1770667,49.24
CLIENT074,JNJ,177927,147.37
CLIENT074,NVDA,20244,671.81
CLIENT074,QQQ,43216,399.27
CLIENT074,GLD,287296,181.98
CLIENT074,IWM,59221,256.16
CLIENT074,USO,333434,101.96
CLIENT074,PEP,55467,172.62
CLIENT074,SLV,1112478,30.31
CLIENT074,VNQ,3246891,109.21
CLIENT075,AMZN,22718,3106.07
CLIENT075,BTC-USD,2051,48860.28
CLIENT075,VNQ,395355,113.95
CLIENT075,ETH-USD,9653,4704.25
CLIENT075,VTI,228284,240.53
CLIENT075,JPM,313375,169.53
CLIENT075,KO,501307,70.51
CLIENT075,SPY,43000,462.67
CLIENT075,TSLA,36592,298.02
CLIENT075,QQQ,65668,530.52
CLIENT075,GOOGL,15930,2541.87
CLIENT075,JNJ,77929,132.21
CLIENT075,SLV,300491,29.16
CLIENT075,NVDA,17862,447.85
CLIENT075,GLD,116706,160.65
CLIENT075,WFC,9050087,33.53
CLIENT076,KO,541115,62.9
CLIENT076,MSFT,264947,335.99
CLIENT076,QQQ,77053,513.15
CLIENT076,GLD,456072,209.2
CLIENT076,TSLA,189877,282.63
CLIENT076,IEF,787628,79.63
CLIENT076,SLV,1405160,28.33
CLIENT076,PEP,198052,173.23
CLIENT076,VTI,211417,222.22
CLIENT076,WFC,245868,71.13
CLIENT076,BTC-USD,243,63221.85
CLIENT076,AMZN,1789,3794.27
CLIENT076,ETH-USD,7548,3572.17
CLIENT076,USO,100844,66.89
CLIENT076,JNJ,58881,122.09
CLIENT076,NVDA,23160,1036.76
CLIENT076,VNQ,389436,70.53
CLIENT076,BAC,433772,29.65
CLIENT076,JPM,108922,170.12
CLIENT076,PG,85016,128.49
CLIENT076,IWM,23620,160.62
CLIENT076,TLT,38679,81.85
CLIENT076,GOOGL,5104,3552.73
CLIENT076,SPY,34735,415.4
CLIENT076,AAPL,628861,144.1
CLIENT077,GOOGL,6812,3599.54
CLIENT077,VNQ,396997,83.59
CLIENT077,PEP,90995,217.14
CLIENT077,TLT,459147,142.85
CLIENT077,C,560748,78.55
CLIENT077,MSFT,194070,418.81
CLIENT077,USO,624602,105.19
CLIENT077,GLD,259510,223.19
CLIENT077,BTC-USD,554,81412.33
CLIENT077,TSLA,55511,323.64
CLIENT077,PG,175419,135.4
CLIENT077,ETH-USD,7973,3641.29
CLIENT077,QQQ,71248,331.64
CLIENT077,ETH-USD,3658,4862.7
CLIENT077,WFC,145446,44.34
CLIENT077,AMZN,6259,4122.73
CLIENT077,IWM,49190,246.37
CLIENT077,JNJ,25873,150.75
CLIENT077,BTC-USD,370,45347.18
CLIENT077,SLV,5481581,22.92
CLIENT078,PEP,406751,220.85
CLIENT078,SPY,52497,519.98
CLIENT078,NVDA,38992,508.81
CLIENT078,C,509734,44.79
CLIENT078,GOOGL,7718,2849.94
CLIENT078,QQQ,169263,327.39
CLIENT078,BAC,2255134,26.22
CLIENT078,MSFT,91474,296.67
CLIENT078,GLD,302032,167.21
CLIENT078,SLV,393334,24.62
CLIENT078,BTC-USD,822,52355.0
CLIENT078,KO,162036,71.32
CLIENT078,JNJ,147656,164.75
CLIENT078,TLT,66063,96.99
CLIENT078,TSLA,122160,188.9
CLIENT078,ETH-USD,7695,2326.48
CLIENT078,AMZN,7920,2800.76
CLIENT078,JPM,94799,143.88
CLIENT078,PG,45327,186.58
CLIENT078,VTI,52293,192.57
CLIENT078,VNQ,227967,74.67
CLIENT078,WFC,2570443,38.38
CLIENT079,PG,422169,193.79
CLIENT079,MSFT,109523,423.58
CLIENT079,VNQ,637103,109.2
CLIENT079,IWM,194664,247.76
CLIENT079,AAPL,314919,148.72
CLIENT079,IEF,345769,86.81
CLIENT079,TSLA,33795,359.34
CLIENT079,AMZN,5897,3124.39
CLIENT079,BAC,923231,26.87
CLIENT079,GOOGL,8155,3475.48
CLIENT079,WFC,670244,43.38
CLIENT079,QQQ,47061,420.33
CLIENT079,KO,421141,51.9
CLIENT079,ETH-USD,1922,2060.45
CLIENT079,TLT,89488,117.2
CLIENT079,NVDA,30273,482.5
CLIENT079,JPM,139811,120.11
CLIENT079,VTI,38877,241.3
CLIENT079,GLD,72792,161.12
CLIENT079,BTC-USD,136,56270.55
CLIENT079,USO,97717,81.51
CLIENT079,JNJ,21407,213.05
CLIENT079,SLV,165200,35.85
CLIENT079,SPY,94929,522.56
CLIENT080,TSLA,436682,164.1
CLIENT080,BTC-USD,587,35644.91
CLIENT080,SPY,79244,417.8
CLIENT080,SLV,863685,25.15
CLIENT080,GOOGL,13041,3192.57
CLIENT080,GLD,77798,207.67
CLIENT080,BAC,705747,39.12
CLIENT080,MSFT,96163,476.82
CLIENT080,ETH-USD,1458,4728.63
CLIENT080,AMZN,7293,3419.81
CLIENT080,IWM,129787,279.47
CLIENT080,AAPL,100881,221.49
CLIENT080,VNQ,68356,96.72
CLIENT080,ETH-USD,4193,5355.0
CLIENT080,NVDA,28925,665.07
CLIENT080,PG,115200,134.11
CLIENT080,TLT,76479,107.41
CLIENT080,JPM,667509,178.09
CLIENT081,PG,411233,176.66
CLIENT081,WFC,873039,69.33
CLIENT081,JPM,251515,115.77
CLIENT081,TLT,576252,76.92
CLIENT081,BTC-USD,406,44842.98
CLIENT081,MSFT,20699,381.78
CLIENT081,SPY,24574,416.16
CLIENT081,GOOGL,5191,3040.28
CLIENT081,PEP,80789,174.64
CLIENT081,AMZN,1299,4171.26
CLIENT081,QQQ,75753,328.05
CLIENT081,VTI,62810,222.23
CLIENT081,KO,86649,59.1
CLIENT081,TSLA,100359,206.04
CLIENT081,BAC,401385,49.8
CLIENT081,ETH-USD,1756,2393.89
CLIENT081,NVDA,34964,376.72
CLIENT081,AAPL,71895,238.22
CLIENT081,GLD,652216,188.0
CLIENT082,VNQ,285802,72.46
CLIENT082,ETH-USD,14216,3450.39
CLIENT082,BAC,677450,57.45
CLIENT082,WFC,942247,57.59
CLIENT082,PG,47267,167.54
CLIENT082,AAPL,140991,126.53
CLIENT082,SPY,97726,335.37
CLIENT082,IWM,30069,216.02
CLIENT082,PEP,73419,154.16
CLIENT082,KO,3804196,63.27
CLIENT083,GLD,191965,139.71
CLIENT083,AMZN,6648,2607.73
CLIENT083,PG,53393,193.91
CLIENT083,TLT,241572,139.32
CLIENT083,ETH-USD,9632,2770.04
CLIENT083,BTC-USD,390,65083.88
CLIENT083,BAC,1381225,24.62
CLIENT083,JNJ,181033,152.17
CLIENT083,JPM,116516,157.89
CLIENT083,USO,362849,70.27
CLIENT083,VTI,33482,333.74
CLIENT083,QQQ,52011,308.82
CLIENT083,SLV,763722,31.37
CLIENT083,PEP,68343,186.22
CLIENT083,VNQ,55482,132.19
CLIENT083,AAPL,118008,136.88
CLIENT083,KO,144743,49.19
CLIENT083,NVDA,18122,644.21
CLIENT083,IWM,9170,199.47
CLIENT083,IEF,108544,105.28
CLIENT083,WFC,174048,58.38
CLIENT083,TSLA,206936,312.36
CLIENT084,GOOGL,17446,3006.32
CLIENT084,VNQ,227640,79.59
CLIENT084,BAC,1277563,30.6
CLIENT084,JPM,302078,101.31
CLIENT084,KO,305849,67.83
CLIENT084,SPY,20350,382.65
CLIENT084,PEP,88567,210.41
CLIENT084,AAPL,1134037,187.45
CLIENT085,BAC,1269801,31.2
CLIENT085,QQQ,63468,460.27
CLIENT085,GLD,76396,232.59
CLIENT085,SLV,1278488,31.29
CLIENT085,ETH-USD,7274,2706.85
CLIENT085,WFC,241214,63.25
CLIENT085,PEP,111604,129.55
CLIENT085,IEF,174242,134.75
CLIENT085,USO,50663,87.09
CLIENT085,JPM,112246,162.07
CLIENT085,MSFT,18324,403.65
CLIENT085,IWM,28353,233.08
CLIENT085,JNJ,850030,145.76
CLIENT086,TLT,235192,133.33
CLIENT086,PG,81325,183.58
CLIENT086,C,382684,62.71
CLIENT086,BAC,446583,45.22
CLIENT086,GOOGL,10226,2059.57
CLIENT086,VNQ,166495,114.4
CLIENT086,SPY,58558,495.21
CLIENT086,IWM,94797,147.57
CLIENT086,GLD,97052,216.97
CLIENT086,NVDA,10590,1069.65
CLIENT086,AMZN,3965,3790.08
CLIENT086,MSFT,52461,262.07
CLIENT086,TSLA,25179,221.43
CLIENT086,BTC-USD,182,35049.68
CLIENT086,ETH-USD,1268,3737.45
CLIENT086,SLV,3229751,24.32
CLIENT087,BAC,1114785,36.31
CLIENT087,JNJ,82501,174.3
CLIENT087,TLT,323887,99.34
CLIENT087,QQQ,25273,466.72
CLIENT087,IWM,143946,145.24
CLIENT087,AAPL,26105,200.54
CLIENT087,C,493467,32.09
CLIENT087,ETH-USD,3241,3969.04
CLIENT087,GOOGL,4130,2720.2
CLIENT087,VNQ,44849,102.65
CLIENT087,SLV,399193,33.89
CLIENT087,BTC-USD,2498,46817.05
CLIENT088,BTC-USD,275,74115.7
CLIENT088,AAPL,115960,230.46
CLIENT088,SLV,348768,35.26
CLIENT088,PG,80267,119.64
CLIENT088,BAC,333758,43.8
CLIENT088,JPM,32557,123.55
CLIENT088,NVDA,37423,659.44
CLIENT088,GOOGL,50512,3319.37
CLIENT089,BTC-USD,722,34767.63
CLIENT089,BAC,313653,48.25
CLIENT089,TLT,63074,135.67
CLIENT089,MSFT,26832,344.37
CLIENT089,C,553840,49.41
CLIENT089,VTI,72394,262.26
CLIENT089,SLV,902770,23.91
CLIENT089,WFC,173508,71.82
CLIENT089,GLD,65694,140.72
CLIENT089,IWM,45557,189.14
CLIENT089,ETH-USD,23968,3908.83
CLIENT090,BTC-USD,376,66015.82
CLIENT090,USO,253810,107.16
CLIENT090,GLD,93981,162.55
CLIENT090,AAPL,70839,218.04
CLIENT090,MSFT,57229,345.04
CLIENT090,NVDA,5840,472.9
CLIENT090,SLV,819453,20.17
CLIENT090,TLT,85570,122.0
CLIENT090,AMZN,30663,3187.22
CLIENT091,BTC-USD,1770,34608.36
CLIENT091,SPY,138304,422.12
CLIENT091,SLV,590777,26.88
CLIENT091,JNJ,535547,149.81
CLIENT091,JPM,158964,147.46
CLIENT091,IWM,277201,201.24
CLIENT091,C,797034,59.55
CLIENT091,PG,118925,162.74
CLIENT091,KO,8758719,55.74
CLIENT092,BAC,776814,29.89
CLIENT092,NVDA,105503,1060.64
CLIENT092,MSFT,289651,242.64
CLIENT092,TLT,123458,131.15
CLIENT092,SLV,4247365,19.12
CLIENT092,WFC,685868,67.74
CLIENT092,IWM,299920,191.32
CLIENT092,ETH-USD,78553,4880.02
CLIENT093,VTI,71408,314.2
CLIENT093,BTC-USD,1870,41156.22
CLIENT093,IWM,341322,193.91
CLIENT093,TLT,589389,125.71
